OperatingDate,UnitName,cyHighTemperature,cyImpactName,cyLowTemperature,cyTotal,cyWeather1,cyWeather2
4/27/2017,Newport Aquarium              ,71,No weather impact        ,54,1366,L54/H72/A66/P0.12/Partly Cloudy/Pleasant                    ,                                                            
4/27/2017,Adventure Aquarium            ,81,No weather impact        ,59,2341,L59/H79/A67/Mostly Cloudy/Comfortable                       ,                                                            
4/28/2017,Silver Dollar City            ,63,No weather impact        ,54,5520,L54/H64/A59/P0.15/Cloudy/Comfortable                        ,Some Light Rain/Cloudy                                      
4/28/2017,Dollywood                     ,85,No weather impact        ,55,7215,L55/H86/A70/Mostly Sunny/Comfortable                        ,                                                            
4/28/2017,Stone Mountain                ,87,No weather impact        ,66,2030,L66/H84/A75/Partly Cloudy/Uncomfortable                     ,                                                            
4/28/2017,Wild Adventures               ,94,No weather impact        ,68,2363,L68/H91/A79/Partly Cloudy/Uncomfortable                     ,                                                            
4/28/2017,Newport Aquarium              ,74,No weather impact        ,48,2305,L48/H74/A60/P0.64/Mostly Cloudy/Pleasant                    ,                                                            
4/28/2017,Adventure Aquarium            ,84,Unfavorable temperature  ,62,2579,L62/H85/A74/P0.03/Mostly Sunny/Comfortable                  ,Some Hot Temps                                              
4/29/2017,Silver Dollar City            ,72,Precipitation            ,60,3353,L60/H72/A64/P4.76/Cloudy/Sticky                             ,Substantial Heavy Rain/Cloudy                               
4/29/2017,Dollywood                     ,90,Unfavorable temperature  ,63,22310,L63/H88/A77/Mostly Sunny/Comfortable                        ,Some Hot Temps                                              
4/29/2017,Stone Mountain                ,90,No weather impact        ,66,5170,L66/H87/A77/Partly Cloudy/Uncomfortable                     ,                                                            
4/29/2017,Wild Adventures               ,94,No weather impact        ,71,8548,L71/H91/A80/Partly Cloudy/Uncomfortable                     ,                                                            
4/29/2017,Newport Aquarium              ,84,No weather impact        ,62,4546,L62/H82/A69/P1.95/Mostly Cloudy/Sticky                      ,                                                            
4/29/2017,Adventure Aquarium            ,87,Unfavorable temperature  ,67,3762,L67/H87/A75/P0.06/Mostly Cloudy/Sticky                      ,Some Hot Temps                                              
4/30/2017,Silver Dollar City            ,67,Precipitation            ,50,4428,L50/H67/A62/P0.73/Mostly Cloudy/Pleasant                    ,Substantial Heavy Rain/Cloudy                               
4/30/2017,Dollywood                     ,84,Unfavorable temperature  ,68,12953,L68/H85/A78/Partly Cloudy/Pleasant                          ,Some Hot Temps                                              
4/30/2017,Stone Mountain                ,85,No weather impact        ,68,1918,L68/H84/A75/Partly Cloudy/Uncomfortable                     ,                                                            
4/30/2017,Wild Adventures               ,93,No weather impact        ,70,4861,L70/H91/A79/Partly Cloudy/Uncomfortable                     ,                                                            
4/30/2017,Newport Aquarium              ,86,Unfavorable temperature  ,65,2451,L65/H83/A75/P0.09/Mostly Cloudy/Sticky                      ,Some Hot Temps                                              
4/30/2017,Adventure Aquarium            ,72,No weather impact        ,51,3034,L51/H72/A64/Mostly Cloudy/Pleasant                          ,                                                            
5/1/2017,Dollywood                     ,81,No weather impact        ,62,3049,L62/H81/A73/P0.22/Partly Cloudy/Pleasant                    ,Some Light Rain                                             
5/1/2017,Stone Mountain                ,76,No weather impact        ,64,463,L64/H75/A70/P0.12/Partly Cloudy/Comfortable                 ,Some Light Rain                                             
5/1/2017,Newport Aquarium              ,71,No weather impact        ,53,1307,L53/H71/A62/P0.33/Cloudy/Pleasant                           ,                                                            
