OperatingDate,UnitName,cyHighTemperature,cyImpactName,cyLowTemperature,cyTotal,cyWeather1,cyWeather2
7/15/2016,White Water                   ,91,No weather impact        ,64,1611,L64/H87/A73/Partly Cloudy/Uncomfortable                     ,Cloudy                                                      
7/15/2016,Wild Adventures               ,99,No weather impact        ,73,3475,L73/H90/A79/P0.11/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/15/2016,Newport Aquarium              ,93,No weather impact        ,71,3497,L71/H88/A77/P0.10/Mostly Cloudy/Uncomfortable               ,                                                            
7/15/2016,Adventure Aquarium            ,96,No weather impact        ,76,4555,L76/H91/A84/Mostly Sunny/Uncomfortable                      ,                                                            
7/16/2016,Silver Dollar City            ,96,No weather impact        ,67,12141,L67/H89/A78/Partly Cloudy/Uncomfortable                     ,                                                            
7/16/2016,Dollywood                     ,89,No weather impact        ,72,14434,L72/H86/A77/P0.19/Partly Cloudy/Sticky                      ,Some Light Rain                                             
7/16/2016,Dollywood Splash Country      ,89,Precipitation            ,72,5068,L72/H86/A77/P0.19/Partly Cloudy/Sticky                      ,Substantial Heavy Rain                                      
7/16/2016,Stone Mountain                ,97,No weather impact        ,73,3996,L73/H91/A80/P0.24/Mostly Sunny/Uncomfortable                ,Some Light Rain                                             
7/16/2016,White Water                   ,96,No weather impact        ,67,4853,L67/H89/A78/Partly Cloudy/Uncomfortable                     ,                                                            
7/16/2016,Wild Adventures               ,100,No weather impact        ,73,8886,L73/H93/A81/Mostly Sunny/Oppressive                         ,                                                            
7/16/2016,Newport Aquarium              ,85,No weather impact        ,68,5079,L68/H84/A76/Mostly Sunny/Sticky                             ,                                                            
7/16/2016,Adventure Aquarium            ,97,No weather impact        ,72,5476,L72/H92/A80/P0.18/Mostly Sunny/Uncomfortable                ,                                                            
7/17/2016,Silver Dollar City            ,103,No weather impact        ,71,8656,L71/H93/A83/Mostly Sunny/Oppressive                         ,                                                            
7/17/2016,Dollywood                     ,93,No weather impact        ,67,12541,L67/H90/A79/Partly Cloudy/Sticky                            ,                                                            
7/17/2016,Dollywood Splash Country      ,93,No weather impact        ,67,6165,L67/H90/A79/Partly Cloudy/Sticky                            ,                                                            
7/17/2016,Stone Mountain                ,99,No weather impact        ,70,4359,L70/H93/A80/P0.16/Mostly Sunny/Uncomfortable                ,Some Light Rain                                             
7/17/2016,White Water                   ,103,No weather impact        ,71,3828,L71/H93/A83/Mostly Sunny/Oppressive                         ,                                                            
7/17/2016,Wild Adventures               ,103,Precipitation            ,72,4699,L72/H96/A81/P1.75/Mostly Sunny/Oppressive                   ,Substantial Heavy Rain                                      
7/17/2016,Newport Aquarium              ,95,No weather impact        ,64,4450,L64/H90/A78/Mostly Sunny/Uncomfortable                      ,                                                            
7/17/2016,Adventure Aquarium            ,95,No weather impact        ,70,4863,L70/H91/A80/Mostly Sunny/Uncomfortable                      ,                                                            
7/18/2016,Silver Dollar City            ,105,No weather impact        ,71,8939,L71/H94/A82/Partly Cloudy/Oppressive                        ,                                                            
7/18/2016,Dollywood                     ,95,No weather impact        ,71,14280,L71/H91/A81/P0.08/Mostly Sunny/Uncomfortable                ,                                                            
7/18/2016,Dollywood Splash Country      ,95,No weather impact        ,71,5024,L71/H91/A81/P0.08/Mostly Sunny/Uncomfortable                ,Some Light Rain                                             
7/18/2016,Stone Mountain                ,100,No weather impact        ,72,2028,L72/H93/A81/P0.20/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/18/2016,White Water                   ,105,No weather impact        ,71,2941,L71/H94/A82/Partly Cloudy/Oppressive                        ,                                                            
7/18/2016,Wild Adventures               ,100,No weather impact        ,72,1956,L72/H93/A81/P0.02/Mostly Sunny/Oppressive                   ,                                                            
7/18/2016,Newport Aquarium              ,90,No weather impact        ,70,4286,L70/H86/A78/P0.34/Partly Cloudy/Uncomfortable               ,                                                            
7/18/2016,Adventure Aquarium            ,100,No weather impact        ,73,3416,L73/H94/A80/P0.46/Mostly Sunny/Uncomfortable                ,                                                            
7/19/2016,Silver Dollar City            ,104,No weather impact        ,72,9264,L72/H93/A83/Mostly Cloudy/Oppressive                        ,                                                            
7/19/2016,Dollywood                     ,98,No weather impact        ,73,13810,L73/H94/A82/Mostly Sunny/Uncomfortable                      ,                                                            
7/19/2016,Dollywood Splash Country      ,98,No weather impact        ,73,4508,L73/H94/A82/Mostly Sunny/Uncomfortable                      ,                                                            
7/19/2016,Stone Mountain                ,103,Precipitation            ,75,1934,L75/H97/A83/P0.41/Mostly Sunny/Oppressive                   ,Substantial Heavy Rain                                      
7/19/2016,White Water                   ,104,No weather impact        ,72,3364,L72/H93/A83/Mostly Cloudy/Oppressive                        ,Cloudy                                                      
7/19/2016,Wild Adventures               ,103,Precipitation            ,73,2071,L73/H95/A81/P1.40/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/19/2016,Newport Aquarium              ,94,No weather impact        ,70,2970,L70/H90/A80/Mostly Sunny/Uncomfortable                      ,                                                            
7/19/2016,Adventure Aquarium            ,87,No weather impact        ,71,3736,L71/H87/A79/Mostly Sunny/Sticky                             ,                                                            
7/20/2016,Silver Dollar City            ,107,No weather impact        ,73,8678,L73/H94/A83/Partly Cloudy/Oppressive                        ,                                                            
7/20/2016,Dollywood                     ,94,No weather impact        ,73,16276,L73/H93/A83/Mostly Sunny/Sticky                             ,                                                            
7/20/2016,Dollywood Splash Country      ,94,No weather impact        ,73,7323,L73/H93/A83/Mostly Sunny/Sticky                             ,                                                            
7/20/2016,Stone Mountain                ,101,Precipitation            ,72,2750,L72/H95/A83/P0.66/Mostly Sunny/Uncomfortable                ,Substantial Heavy Rain                                      
7/20/2016,White Water                   ,107,No weather impact        ,73,3453,L73/H94/A83/Partly Cloudy/Oppressive                        ,Cloudy                                                      
7/20/2016,Wild Adventures               ,104,Precipitation            ,72,2531,L72/H95/A82/P1.35/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/20/2016,Newport Aquarium              ,96,No weather impact        ,70,3080,L70/H93/A81/Mostly Sunny/Uncomfortable                      ,                                                            
7/20/2016,Adventure Aquarium            ,85,No weather impact        ,67,3718,L67/H85/A77/Mostly Sunny/Comfortable                        ,                                                            
7/21/2016,Silver Dollar City            ,110,No weather impact        ,74,8014,L74/H98/A85/Mostly Cloudy/Oppressive                        ,                                                            
7/21/2016,Dollywood                     ,97,No weather impact        ,74,13801,L74/H94/A84/Mostly Sunny/Sticky                             ,                                                            
7/21/2016,Dollywood Splash Country      ,97,No weather impact        ,74,6990,L74/H94/A84/Mostly Sunny/Sticky                             ,                                                            
7/21/2016,Stone Mountain                ,104,No weather impact        ,74,2206,L74/H96/A80/P0.13/Mostly Sunny/Oppressive                   ,Some Light Rain                                             
7/21/2016,White Water                   ,110,No weather impact        ,74,3589,L74/H98/A85/Mostly Cloudy/Oppressive                        ,Cloudy                                                      
7/21/2016,Wild Adventures               ,104,Precipitation            ,74,2524,L74/H94/A81/P0.47/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/21/2016,Newport Aquarium              ,98,No weather impact        ,70,3463,L70/H93/A82/Partly Cloudy/Uncomfortable                     ,                                                            
7/21/2016,Adventure Aquarium            ,90,No weather impact        ,66,3494,L66/H89/A78/Mostly Sunny/Sticky                             ,                                                            
7/22/2016,Silver Dollar City            ,109,No weather impact        ,74,8406,L74/H98/A86/Partly Cloudy/Oppressive                        ,                                                            
7/22/2016,Dollywood                     ,96,No weather impact        ,74,12838,L74/H93/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/22/2016,Dollywood Splash Country      ,96,No weather impact        ,74,6040,L74/H93/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/22/2016,Stone Mountain                ,99,No weather impact        ,70,3502,L70/H91/A80/Mostly Sunny/Oppressive                         ,                                                            
7/22/2016,White Water                   ,109,No weather impact        ,74,3754,L74/H98/A86/Partly Cloudy/Oppressive                        ,                                                            
7/22/2016,Wild Adventures               ,101,No weather impact        ,73,5217,L73/H94/A82/P0.10/Mostly Sunny/Oppressive                   ,Some Light Rain                                             
7/22/2016,Newport Aquarium              ,97,No weather impact        ,76,4344,L76/H88/A82/P0.03/Partly Cloudy/Oppressive                  ,                                                            
7/22/2016,Adventure Aquarium            ,100,No weather impact        ,72,4226,L72/H92/A82/Mostly Sunny/Oppressive                         ,                                                            
7/23/2016,Silver Dollar City            ,109,No weather impact        ,74,16937,L74/H99/A86/Partly Cloudy/Oppressive                        ,                                                            
7/23/2016,Dollywood                     ,98,No weather impact        ,76,15689,L76/H95/A83/P0.06/Mostly Sunny/Uncomfortable                ,                                                            
7/23/2016,Dollywood Splash Country      ,98,No weather impact        ,76,7437,L76/H95/A83/P0.06/Mostly Sunny/Uncomfortable                ,Some Light Rain                                             
7/23/2016,Stone Mountain                ,100,No weather impact        ,74,5364,L74/H93/A81/P0.10/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/23/2016,White Water                   ,109,No weather impact        ,74,5989,L74/H99/A86/Partly Cloudy/Oppressive                        ,                                                            
7/23/2016,Wild Adventures               ,100,No weather impact        ,72,12209,L72/H94/A82/Mostly Sunny/Oppressive                         ,                                                            
7/23/2016,Newport Aquarium              ,102,No weather impact        ,72,5663,L72/H94/A83/Mostly Sunny/Oppressive                         ,                                                            
7/23/2016,Adventure Aquarium            ,102,No weather impact        ,75,6107,L75/H94/A83/P0.16/Mostly Sunny/Oppressive                   ,                                                            
7/24/2016,Silver Dollar City            ,112,No weather impact        ,73,10476,L73/H98/A85/P0.02/Mostly Sunny/Oppressive                   ,                                                            
7/24/2016,Dollywood                     ,97,No weather impact        ,71,10948,L71/H92/A81/Mostly Sunny/Uncomfortable                      ,                                                            
7/24/2016,Dollywood Splash Country      ,97,No weather impact        ,71,4866,L71/H92/A81/Mostly Sunny/Uncomfortable                      ,                                                            
7/24/2016,Stone Mountain                ,101,No weather impact        ,74,4449,L74/H95/A83/P0.14/Mostly Sunny/Oppressive                   ,Some Light Rain                                             
7/24/2016,White Water                   ,112,No weather impact        ,73,3807,L73/H98/A85/P0.02/Mostly Sunny/Oppressive                   ,                                                            
7/24/2016,Wild Adventures               ,103,No weather impact        ,75,5327,L75/H98/A85/P0.11/Mostly Sunny/Oppressive                   ,Some Light Rain                                             
7/24/2016,Newport Aquarium              ,107,No weather impact        ,74,4619,L74/H97/A86/Mostly Sunny/Oppressive                         ,                                                            
7/24/2016,Adventure Aquarium            ,96,No weather impact        ,70,4703,L70/H94/A82/Mostly Sunny/Uncomfortable                      ,                                                            
7/25/2016,Silver Dollar City            ,91,No weather impact        ,74,9532,L74/H84/A78/P0.15/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/25/2016,Dollywood                     ,98,No weather impact        ,76,13842,L76/H93/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/25/2016,Dollywood Splash Country      ,98,No weather impact        ,76,5209,L76/H93/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/25/2016,Stone Mountain                ,103,No weather impact        ,75,2097,L75/H97/A84/P0.08/Mostly Sunny/Oppressive                   ,                                                            
7/25/2016,White Water                   ,91,Precipitation            ,74,1221,L74/H84/A78/P0.15/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
7/25/2016,Wild Adventures               ,99,No weather impact        ,73,2267,L73/H96/A82/Mostly Sunny/Oppressive                         ,                                                            
7/25/2016,Newport Aquarium              ,107,No weather impact        ,78,3432,L78/H94/A85/Partly Cloudy/Oppressive                        ,                                                            
7/25/2016,Adventure Aquarium            ,109,No weather impact        ,72,3672,L72/H94/A81/P1.38/Partly Cloudy/Oppressive                  ,                                                            
7/26/2016,Silver Dollar City            ,99,No weather impact        ,72,11197,L72/H90/A78/P0.05/Partly Cloudy/Oppressive                  ,                                                            
7/26/2016,Dollywood                     ,101,No weather impact        ,75,14204,L75/H95/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/26/2016,Dollywood Splash Country      ,101,No weather impact        ,75,5103,L75/H95/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/26/2016,Stone Mountain                ,100,No weather impact        ,74,2311,L74/H96/A85/P0.01/Mostly Sunny/Uncomfortable                ,                                                            
7/26/2016,White Water                   ,99,No weather impact        ,72,3089,L72/H90/A78/P0.05/Partly Cloudy/Oppressive                  ,Some Light Rain/Cloudy                                      
7/26/2016,Wild Adventures               ,99,No weather impact        ,74,2321,L74/H91/A82/Mostly Sunny/Oppressive                         ,                                                            
7/26/2016,Newport Aquarium              ,92,No weather impact        ,75,2886,L75/H85/A81/P0.39/Partly Cloudy/Oppressive                  ,                                                            
7/26/2016,Adventure Aquarium            ,94,No weather impact        ,72,3452,L72/H90/A81/Mostly Sunny/Uncomfortable                      ,                                                            
7/27/2016,Silver Dollar City            ,97,No weather impact        ,73,11682,L73/H87/A79/P0.09/Mostly Cloudy/Oppressive                  ,                                                            
7/27/2016,Dollywood                     ,101,No weather impact        ,73,14109,L73/H96/A84/P0.04/Partly Cloudy/Uncomfortable               ,                                                            
7/27/2016,Dollywood Splash Country      ,101,No weather impact        ,73,6244,L73/H96/A84/P0.04/Partly Cloudy/Uncomfortable               ,                                                            
7/27/2016,Stone Mountain                ,97,No weather impact        ,75,2228,L75/H91/A83/Partly Cloudy/Oppressive                        ,                                                            
7/27/2016,White Water                   ,97,No weather impact        ,73,3067,L73/H87/A79/P0.09/Mostly Cloudy/Oppressive                  ,Some Light Rain/Cloudy                                      
7/27/2016,Wild Adventures               ,102,No weather impact        ,73,2477,L73/H94/A84/Mostly Sunny/Oppressive                         ,                                                            
7/27/2016,Newport Aquarium              ,96,No weather impact        ,74,3216,L74/H91/A82/Partly Cloudy/Oppressive                        ,                                                            
7/27/2016,Adventure Aquarium            ,95,No weather impact        ,74,4293,L74/H92/A83/Mostly Sunny/Uncomfortable                      ,                                                            
7/28/2016,Silver Dollar City            ,102,No weather impact        ,70,12356,L70/H92/A80/P0.05/Mostly Sunny/Oppressive                   ,                                                            
7/28/2016,Dollywood                     ,92,No weather impact        ,75,12139,L75/H89/A81/P0.08/Partly Cloudy/Uncomfortable               ,                                                            
7/28/2016,Dollywood Splash Country      ,92,No weather impact        ,75,5135,L75/H89/A81/P0.08/Partly Cloudy/Uncomfortable               ,Some Light Rain/Cloudy                                      
7/28/2016,Stone Mountain                ,94,No weather impact        ,73,2472,L73/H89/A81/P0.02/Partly Cloudy/Uncomfortable               ,                                                            
7/28/2016,White Water                   ,102,No weather impact        ,70,3841,L70/H92/A80/P0.05/Mostly Sunny/Oppressive                   ,Some Light Rain                                             
7/28/2016,Wild Adventures               ,102,No weather impact        ,75,2630,L75/H96/A85/Mostly Sunny/Oppressive                         ,                                                            
7/28/2016,Newport Aquarium              ,89,No weather impact        ,72,3933,L72/H83/A78/P1.87/Mostly Cloudy/Oppressive                  ,                                                            
7/28/2016,Adventure Aquarium            ,96,No weather impact        ,73,3691,L73/H92/A79/P0.32/Partly Cloudy/Oppressive                  ,                                                            
7/29/2016,Silver Dollar City            ,93,Precipitation            ,70,12379,L70/H86/A76/P0.39/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/29/2016,Dollywood                     ,92,Precipitation            ,70,13434,L70/H89/A78/P0.36/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
7/29/2016,Dollywood Splash Country      ,92,Precipitation            ,70,4474,L70/H89/A78/P0.36/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain/Cloudy                               
7/29/2016,Stone Mountain                ,95,No weather impact        ,74,3012,L74/H90/A81/P0.01/Mostly Sunny/Oppressive                   ,                                                            
7/29/2016,White Water                   ,93,Precipitation            ,70,2789,L70/H86/A76/P0.39/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/29/2016,Wild Adventures               ,103,Precipitation            ,75,5330,L75/H97/A85/P0.37/Mostly Sunny/Oppressive                   ,Substantial Heavy Rain                                      
7/29/2016,Newport Aquarium              ,94,No weather impact        ,72,4264,L72/H88/A78/P1.39/Partly Cloudy/Oppressive                  ,                                                            
7/29/2016,Adventure Aquarium            ,91,No weather impact        ,72,5881,L72/H86/A78/P0.44/Partly Cloudy/Oppressive                  ,                                                            
7/30/2016,Silver Dollar City            ,94,No weather impact        ,70,22134,L70/H87/A77/P0.08/Partly Cloudy/Oppressive                  ,                                                            
7/30/2016,Dollywood                     ,93,No weather impact        ,70,15130,L70/H90/A79/Mostly Sunny/Uncomfortable                      ,                                                            
7/30/2016,Dollywood Splash Country      ,93,No weather impact        ,70,5894,L70/H90/A79/Mostly Sunny/Uncomfortable                      ,                                                            
7/30/2016,Stone Mountain                ,95,Precipitation            ,72,5937,L72/H87/A79/P0.31/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/30/2016,White Water                   ,94,No weather impact        ,70,5489,L70/H87/A77/P0.08/Partly Cloudy/Oppressive                  ,Some Light Rain/Cloudy                                      
7/30/2016,Wild Adventures               ,105,No weather impact        ,75,10624,L75/H98/A85/Mostly Sunny/Oppressive                         ,                                                            
7/30/2016,Newport Aquarium              ,90,No weather impact        ,70,5544,L70/H86/A77/Partly Cloudy/Uncomfortable                     ,                                                            
7/30/2016,Adventure Aquarium            ,94,No weather impact        ,73,6015,L73/H86/A78/P0.28/Partly Cloudy/Oppressive                  ,                                                            
7/31/2016,Silver Dollar City            ,99,No weather impact        ,70,9108,L70/H90/A77/P0.18/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/31/2016,Dollywood                     ,95,No weather impact        ,72,10265,L72/H92/A82/Partly Cloudy/Sticky                            ,                                                            
7/31/2016,Dollywood Splash Country      ,95,No weather impact        ,72,4213,L72/H92/A82/Partly Cloudy/Sticky                            ,                                                            
7/31/2016,Stone Mountain                ,101,Precipitation            ,72,2668,L72/H94/A80/P0.28/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
7/31/2016,White Water                   ,99,Precipitation            ,70,2797,L70/H90/A77/P0.18/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
7/31/2016,Wild Adventures               ,103,No weather impact        ,75,4705,L75/H96/A84/P0.11/Partly Cloudy/Oppressive                  ,Some Light Rain                                             
7/31/2016,Newport Aquarium              ,92,No weather impact        ,70,4356,L70/H89/A79/Mostly Sunny/Uncomfortable                      ,                                                            
7/31/2016,Adventure Aquarium            ,97,No weather impact        ,74,6430,L74/H89/A80/P0.09/Mostly Cloudy/Oppressive                  ,                                                            
8/1/2016,Silver Dollar City            ,103,No weather impact        ,71,10003,L71/H91/A80/Partly Cloudy/Oppressive                        ,                                                            
8/1/2016,Dollywood                     ,94,No weather impact        ,72,12101,L72/H91/A81/Mostly Sunny/Sticky                             ,                                                            
8/1/2016,Dollywood Splash Country      ,94,No weather impact        ,72,4318,L72/H91/A81/Mostly Sunny/Sticky                             ,                                                            
8/1/2016,Stone Mountain                ,101,Precipitation            ,72,1754,L72/H93/A79/P0.27/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/1/2016,White Water                   ,103,No weather impact        ,71,2696,L71/H91/A80/Partly Cloudy/Oppressive                        ,Cloudy                                                      
8/1/2016,Wild Adventures               ,98,Precipitation            ,74,1845,L74/H89/A78/P0.35/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/1/2016,Newport Aquarium              ,91,No weather impact        ,71,2655,L71/H86/A77/P0.08/Partly Cloudy/Oppressive                  ,                                                            
8/1/2016,Adventure Aquarium            ,80,No weather impact        ,73,4054,L73/H77/A75/P0.01/Cloudy/Oppressive                         ,                                                            
8/2/2016,Silver Dollar City            ,105,No weather impact        ,71,8941,L71/H96/A84/Mostly Sunny/Oppressive                         ,                                                            
8/2/2016,Dollywood                     ,93,No weather impact        ,73,12435,L73/H90/A79/P0.22/Mostly Sunny/Uncomfortable                ,Some Light Rain                                             
8/2/2016,Dollywood Splash Country      ,93,Precipitation            ,73,4081,L73/H90/A79/P0.22/Mostly Sunny/Uncomfortable                ,Substantial Heavy Rain                                      
8/2/2016,Stone Mountain                ,103,Precipitation            ,74,1549,L74/H93/A79/P0.59/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/2/2016,White Water                   ,105,No weather impact        ,71,4516,L71/H96/A84/Mostly Sunny/Oppressive                         ,                                                            
8/2/2016,Newport Aquarium              ,94,No weather impact        ,71,2455,L71/H90/A79/Partly Cloudy/Uncomfortable                     ,                                                            
8/2/2016,Adventure Aquarium            ,83,No weather impact        ,69,3932,L69/H80/A74/Mostly Cloudy/Uncomfortable                     ,                                                            
8/3/2016,Silver Dollar City            ,104,No weather impact        ,74,9469,L74/H94/A83/Partly Cloudy/Oppressive                        ,                                                            
8/3/2016,Dollywood                     ,93,No weather impact        ,71,13376,L71/H93/A81/Mostly Sunny/Sticky                             ,                                                            
8/3/2016,Dollywood Splash Country      ,93,No weather impact        ,71,6191,L71/H93/A81/Mostly Sunny/Sticky                             ,                                                            
8/3/2016,Stone Mountain                ,96,No weather impact        ,73,2204,L73/H91/A82/Mostly Sunny/Oppressive                         ,                                                            
8/3/2016,White Water                   ,104,No weather impact        ,74,3666,L74/H94/A83/Partly Cloudy/Oppressive                        ,                                                            
8/3/2016,Newport Aquarium              ,95,No weather impact        ,71,3042,L71/H91/A81/Mostly Sunny/Uncomfortable                      ,                                                            
8/3/2016,Adventure Aquarium            ,83,No weather impact        ,64,4216,L64/H82/A73/Mostly Sunny/Sticky                             ,                                                            
8/4/2016,Silver Dollar City            ,107,No weather impact        ,70,11021,L70/H98/A84/Mostly Sunny/Oppressive                         ,                                                            
8/4/2016,Dollywood                     ,95,Precipitation            ,72,11264,L72/H90/A80/P0.78/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
8/4/2016,Dollywood Splash Country      ,95,Precipitation            ,72,4172,L72/H90/A80/P0.78/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
8/4/2016,Stone Mountain                ,99,No weather impact        ,76,1700,L76/H92/A81/P0.07/Partly Cloudy/Oppressive                  ,                                                            
8/4/2016,White Water                   ,107,No weather impact        ,70,4146,L70/H98/A84/Mostly Sunny/Oppressive                         ,                                                            
8/4/2016,Newport Aquarium              ,97,No weather impact        ,73,2881,L73/H91/A82/Mostly Sunny/Oppressive                         ,                                                            
8/4/2016,Adventure Aquarium            ,85,No weather impact        ,63,3558,L63/H84/A73/Mostly Sunny/Sticky                             ,                                                            
8/5/2016,Silver Dollar City            ,106,Precipitation            ,73,11048,L73/H95/A83/P1.08/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/5/2016,Dollywood                     ,95,No weather impact        ,71,11479,L71/H90/A80/P0.05/Partly Cloudy/Uncomfortable               ,                                                            
8/5/2016,Dollywood Splash Country      ,95,No weather impact        ,71,3471,L71/H90/A80/P0.05/Partly Cloudy/Uncomfortable               ,Some Light Rain                                             
8/5/2016,Stone Mountain                ,100,No weather impact        ,74,2728,L74/H93/A82/Partly Cloudy/Oppressive                        ,                                                            
8/5/2016,White Water                   ,106,Precipitation            ,73,4928,L73/H95/A83/P1.08/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/5/2016,Newport Aquarium              ,98,No weather impact        ,72,4023,L72/H91/A81/Mostly Sunny/Oppressive                         ,                                                            
8/5/2016,Adventure Aquarium            ,86,No weather impact        ,64,3754,L64/H83/A75/Partly Cloudy/Sticky                            ,                                                            
8/6/2016,Silver Dollar City            ,90,No weather impact        ,72,19688,L72/H84/A77/P0.21/Mostly Cloudy/Oppressive                  ,Some Light Rain                                             
8/6/2016,Dollywood                     ,96,No weather impact        ,72,14329,L72/H91/A82/Partly Cloudy/Uncomfortable                     ,                                                            
8/6/2016,Dollywood Splash Country      ,96,No weather impact        ,72,5473,L72/H91/A82/Partly Cloudy/Uncomfortable                     ,                                                            
8/6/2016,Stone Mountain                ,102,No weather impact        ,73,5579,L73/H97/A84/P0.03/Mostly Sunny/Uncomfortable                ,                                                            
8/6/2016,White Water                   ,90,Precipitation            ,72,3326,L72/H84/A77/P0.21/Mostly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/6/2016,Wild Adventures               ,101,No weather impact        ,75,8975,L75/H90/A80/P0.01/Partly Cloudy/Oppressive                  ,                                                            
8/6/2016,Newport Aquarium              ,89,No weather impact        ,73,4921,L73/H88/A80/Partly Cloudy/Uncomfortable                     ,                                                            
8/6/2016,Adventure Aquarium            ,100,No weather impact        ,74,6139,L74/H90/A80/P0.03/Partly Cloudy/Oppressive                  ,                                                            
8/7/2016,Silver Dollar City            ,86,Precipitation            ,72,9173,L72/H80/A75/P0.76/Mostly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/7/2016,Dollywood                     ,93,No weather impact        ,72,9536,L72/H87/A78/P0.18/Partly Cloudy/Uncomfortable               ,Some Light Rain                                             
8/7/2016,Dollywood Splash Country      ,93,Precipitation            ,72,3326,L72/H87/A78/P0.18/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
8/7/2016,Stone Mountain                ,101,Precipitation            ,76,1333,L76/H93/A82/P0.33/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/7/2016,White Water                   ,86,Precipitation            ,72,2343,L72/H80/A75/P0.76/Mostly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/7/2016,Wild Adventures               ,101,No weather impact        ,74,3982,L74/H91/A81/Partly Cloudy/Oppressive                        ,                                                            
8/7/2016,Newport Aquarium              ,88,No weather impact        ,66,3596,L66/H87/A77/Mostly Sunny/Sticky                             ,                                                            
8/7/2016,Adventure Aquarium            ,87,No weather impact        ,67,4358,L67/H87/A78/Mostly Sunny/Sticky                             ,                                                            
8/8/2016,Silver Dollar City            ,94,Precipitation            ,70,8153,L70/H86/A76/P0.47/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/8/2016,Dollywood                     ,94,Precipitation            ,71,7672,L71/H89/A79/P0.34/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
8/8/2016,Dollywood Splash Country      ,94,Precipitation            ,71,2330,L71/H89/A79/P0.34/Partly Cloudy/Uncomfortable               ,Substantial Heavy Rain                                      
8/8/2016,Stone Mountain                ,94,Precipitation            ,74,575,L74/H88/A79/P0.39/Mostly Cloudy/Oppressive                  ,Substantial Heavy Rain                                      
8/8/2016,White Water                   ,94,Precipitation            ,70,1481,L70/H86/A76/P0.47/Partly Cloudy/Oppressive                  ,Substantial Heavy Rain/Cloudy                               
8/8/2016,Newport Aquarium              ,89,No weather impact        ,65,2259,L65/H88/A77/Partly Cloudy/Sticky                            ,                                                            
8/8/2016,Adventure Aquarium            ,86,No weather impact        ,69,2981,L69/H83/A76/Partly Cloudy/Uncomfortable                     ,                                                            
8/9/2016,Silver Dollar City            ,103,No weather impact        ,72,8166,L72/H92/A80/Partly Cloudy/Oppressive                        ,                                                            
8/9/2016,Dollywood                     ,96,No weather impact        ,73,9545,L73/H93/A82/Mostly Sunny/Uncomfortable                      ,                                                            
8/9/2016,Dollywood Splash Country      ,96,No weather impact        ,73,3892,L73/H93/A82/Mostly Sunny/Uncomfortable                      ,                                                            
8/9/2016,Stone Mountain                ,93,No weather impact        ,74,540,L74/H86/A79/P0.07/Mostly Cloudy/Oppressive                  ,Cloudy                                                      
8/9/2016,White Water                   ,103,No weather impact        ,72,2545,L72/H92/A80/Partly Cloudy/Oppressive                        ,                                                            
8/9/2016,Newport Aquarium              ,99,No weather impact        ,70,2609,L70/H89/A79/P0.28/Partly Cloudy/Oppressive                  ,                                                            
8/9/2016,Adventure Aquarium            ,90,No weather impact        ,67,3787,L67/H87/A77/P0.01/Mostly Sunny/Uncomfortable                ,                                                            
